PHYLO-order	NAME(rpoB-database-taxonomy)	ASV	Phyllo-Curated-Taxonomy	Class	Order	Family	Genus
689	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-1078	1078	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
690	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-671	671	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
691	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-802	802	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
692	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-701	701	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
693	Rhizobiales-ASV-575	575	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
694	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-972	972	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
695	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-819	819	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
696	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-580	580	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
697	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-483	483	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
698	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-461	461	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
699	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-739	739	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
700	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-1128	1128	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
701	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-1142	1142	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
702	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-729	729	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
703	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-1043	1043	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
704	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-1270	1270	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
705	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-599	599	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
706	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-985	985	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
707	Rhizobiales-Hyphomicrobiaceae-Devosia-Devosia_sp._YR412-ASV-1230	1230	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
708	Rhizobiales-Hyphomicrobiaceae-Devosia-ASV-674	674	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
709	Rhizobiales-Methylobacteriaceae-Microvirga-ASV-936	936	Microvirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
710	Rhizobiales-Methylobacteriaceae-Microvirga-ASV-1014	1014	Microvirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
711	Rhizobiales-ASV-1361	1361	Microvirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
712	Rhizobiales-Methylobacteriaceae-Microvirga-Microvirga_sp.-ASV-810	810	Microvirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
713	Rhizobiales-Methylobacteriaceae-Microvirga-ASV-1063	1063	Microvirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
714	Rhizobiales-ASV-500	500	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
715	Rhizobiales-ASV-261	261	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
716	Rhizobiales-Methylobacteriaceae-ASV-508	508	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
717	Rhizobiales-ASV-1114	1114	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
718	Rhizobiales-ASV-865	865	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
719	Rhizobiales-ASV-797	797	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
720	Rhizobiales-Methylobacteriaceae-ASV-1000	1000	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
721	Rhizobiales-ASV-597	597	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
722	Rhizobiales-ASV-772	772	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
723	Rhizobiales-ASV-1244	1244	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
724	Rhizobiales-ASV-1344	1344	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
725	Rhizobiales-ASV-583	583	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
726	Rhizobiales-ASV-1381	1381	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
727	Rhizobiales-ASV-862	862	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
728	Rhizobiales-ASV-565	565	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
729	Rhizobiales-ASV-681	681	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
730	Rhizobiales-ASV-1122	1122	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
731	Rhizobiales-ASV-386	386	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
732	Rhizobiales-ASV-351	351	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
733	Rhizobiales-Methylobacteriaceae-ASV-1297	1297	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
734	Rhizobiales-ASV-1024	1024	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
735	Rhizobiales-ASV-234	234	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
736	Rhizobiales-ASV-632	632	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
737	ASV-1052	1052	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
738	Rhizobiales-ASV-501	501	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
739	Rhizobiales-ASV-543	543	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
740	Rhizobiales-ASV-581	581	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
741	Rhizobiales-ASV-637	637	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
742	Rhizobiales-ASV-704	704	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
743	Rhizobiales-ASV-1060	1060	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
744	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1382	1382	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
745	Rhizobiales-ASV-1068	1068	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
746	Rhizobiales-ASV-1066	1066	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
747	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1314	1314	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
748	Rhizobiales-BradyrhizobiaceaeB-Bosea-ASV-1133	1133	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
749	Rhizobiales-ASV-974	974	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
750	Rhizobiales-ASV-891	891	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
751	Rhizobiales-ASV-778	778	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
752	Rhizobiales-ASV-471	471	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
753	Rhizobiales-ASV-854	854	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
754	Rhizobiales-Methylobacteriaceae-Enterovirga-Enterovirga_rhinocerotis-ASV-1103	1103	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
755	Rhizobiales-Methylobacteriaceae-ASV-1241	1241	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
756	Rhizobiales-ASV-377	377	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
757	Rhizobiales-Methylobacteriaceae-ASV-1047	1047	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
758	Rhizobiales-ASV-806	806	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
759	Rhizobiales-Methylobacteriaceae-Enterovirga-Enterovirga_rhinocerotis-ASV-1278	1278	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
760	Rhizobiales-ASV-1221	1221	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
761	Rhizobiales-ASV-1349	1349	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
762	Rhizobiales-ASV-881	881	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
763	Rhizobiales-ASV-1156	1156	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
764	Rhizobiales-Methylobacteriaceae-ASV-944	944	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
765	Rhizobiales-Methylobacteriaceae-ASV-783	783	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
766	Rhizobiales-Methylobacteriaceae-ASV-1013	1013	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
767	Rhizobiales-ASV-966	966	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
768	Rhizobiales-Methylobacteriaceae-ASV-1249	1249	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
769	Rhizobiales-Methylobacteriaceae-ASV-1055	1055	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
770	Rhizobiales-ASV-1077	1077	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
771	Rhizobiales-ASV-1032	1032	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
772	Rhizobiales-Methylobacteriaceae-Enterovirga-Enterovirga_sp.-ASV-248	248	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
773	Rhizobiales-Methylobacteriaceae-Enterovirga-ASV-367	367	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
774	Rhizobiales-Methylobacteriaceae-Enterovirga-Enterovirga_sp.-ASV-893	893	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
775	Rhizobiales-Methylobacteriaceae-ASV-176	176	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
776	Rhizobiales-Methylobacteriaceae-Enterovirga-Enterovirga_sp.-ASV-334	334	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
777	Rhizobiales-Methylobacteriaceae-ASV-216	216	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
778	Rhizobiales-Methylobacteriaceae-ASV-199	199	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
779	Rhizobiales-Methylobacteriaceae-ASV-593	593	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
780	Rhizobiales-Methylobacteriaceae-ASV-372	372	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
781	ASV-1397	1397	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
782	Rhizobiales-Methylobacteriaceae-ASV-1174	1174	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
783	Rhizobiales-Methylobacteriaceae-ASV-524	524	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
784	Rhizobiales-Methylobacteriaceae-ASV-652	652	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
785	Rhizobiales-ASV-576	576	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
786	Rhizobiales-Methylobacteriaceae-ASV-1339	1339	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
787	Rhizobiales-ASV-596	596	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
788	Rhizobiales-ASV-655	655	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
789	Rhizobiales-ASV-323	323	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
790	Rhizobiales-ASV-765	765	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
791	Rhizobiales-ASV-1127	1127	Enterovirga	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Enterovirga
792	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-669	669	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
793	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-942	942	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
794	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1286	1286	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
795	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1079	1079	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
796	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-104	104	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
797	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-277	277	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
798	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-589	589	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
799	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-908	908	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
800	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-710	710	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
801	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-506	506	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
802	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-1362	1362	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
803	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-414	414	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
804	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-1064	1064	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
805	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-887	887	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
806	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-529	529	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
807	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1380	1380	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
808	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-1391	1391	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
809	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-906	906	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
810	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-785	785	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
811	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A4-ASV-371	371	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
812	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-932	932	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
813	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1121	1121	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
814	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-582	582	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
815	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-B-ASV-212	212	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
816	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1356	1356	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
817	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-691	691	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
818	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-509	509	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
819	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-935	935	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
820	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-B-ASV-48	48	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
821	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-680	680	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
822	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-809	809	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
823	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1271	1271	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
824	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-123	123	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
825	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1115	1115	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
826	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-756	756	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
827	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-7	7	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
828	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-B-ASV-125	125	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
829	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-270	270	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
830	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-146	146	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
831	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-612	612	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
832	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-594	594	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
833	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-140	140	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
834	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-369	369	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
835	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-504	504	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
836	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-490	490	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
837	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-B-ASV-1267	1267	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
838	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-B-ASV-911	911	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
839	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-B-ASV-381	381	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
840	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-B-ASV-287	287	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
841	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-B-ASV-833	833	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
842	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-B-ASV-382	382	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
843	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1149	1149	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
844	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-1179	1179	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
845	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-904	904	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
846	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-882	882	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
847	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A2-ASV-707	707	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
848	Rhizobiales-Methylobacteriaceae-ASV-1061	1061	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
849	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-35	35	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
850	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-333	333	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
851	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-957	957	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
852	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-256	256	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
853	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-445	445	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
854	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-29	29	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
855	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-187	187	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
856	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-590	590	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
857	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-178	178	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
858	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-693	693	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
859	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-769	769	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
860	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-1387	1387	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
861	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-12	12	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
862	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-751	751	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
863	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-126	126	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
